8.99940;0.20015
8.99870;0.04493
8.99810;0.18819
8.99750;0.32722
8.99690;0.21885
8.99630;0.08910
8.99570;0.30210
8.99510;0.11636
8.99450;-0.03352
8.99390;0.05167
8.99320;-0.07412
8.99260;-0.34211
8.99200;-0.27518
8.99140;-0.00180
8.99080;-0.58310
8.99020;-0.44316
8.98960;-0.51860
8.98900;-0.47362
8.98840;-0.63803
8.98770;-0.53295
8.98710;-0.47676
8.98650;-0.63596
8.98590;-0.74573
8.98530;-0.70666
8.98470;-0.58475
8.98410;-0.49621
8.98350;-0.40218
8.98290;-0.20018
8.98220;-0.40348
8.98160;-0.56807
8.98100;-0.45599
8.98040;-0.01032
8.97980;-0.20096
8.97920;0.16883
8.97860;-0.24106
8.97800;0.02965
8.97740;0.23739
8.97670;-0.16678
8.97610;-0.02321
8.97550;0.27252
8.97490;-0.16630
8.97430;0.15140
8.97370;0.30565
8.97310;0.13177
8.97250;0.00405
8.97190;0.04552
8.97120;0.31403
8.97060;0.03704
8.97000;0.26860
8.96940;0.10695
8.96880;-0.19066
8.96820;0.14768
8.96760;-0.28460
8.96700;0.03956
8.96640;0.12834
8.96570;0.35151
8.96510;0.15923
8.96450;0.39435
8.96390;0.09175
8.96330;0.33817
8.96270;0.03286
8.96210;0.14982
8.96150;0.37444
8.96090;0.01810
8.96020;0.10155
8.95960;-0.07017
8.95900;0.11636
8.95840;-0.01728
8.95780;0.14838
8.95720;0.32304
8.95660;0.21091
8.95600;0.28966
8.95540;0.34723
8.95470;0.41029
8.95410;0.22273
8.95350;0.12982
8.95290;0.12822
8.95230;0.18414
8.95170;0.27277
8.95110;0.02668
8.95050;0.15671
8.94990;0.31903
8.94920;0.17731
8.94860;0.14967
8.94800;0.14433
8.94740;0.24836
8.94680;0.22187
8.94620;0.24980
8.94560;0.29904
8.94500;0.36576
8.94440;0.19091
8.94370;0.36988
8.94310;0.05847
8.94250;0.20526
8.94190;0.13560
8.94130;0.50058
8.94070;0.04504
8.94010;0.03328
8.93950;-0.05169
8.93890;0.45543
8.93820;0.31388
8.93760;0.10799
8.93700;0.17085
8.93640;0.27039
8.93580;0.31493
8.93520;0.18324
8.93460;0.15560
8.93400;0.21045
8.93340;-0.03345
8.93270;0.14510
8.93210;0.10344
8.93150;0.03771
8.93090;0.17626
8.93030;0.23143
8.92970;0.25924
8.92910;0.40665
8.92850;0.23351
8.92790;-0.07382
8.92730;0.25927
8.92660;-0.00465
8.92600;0.16330
8.92540;0.13222
8.92480;0.18089
8.92420;0.14005
8.92360;0.38480
8.92300;0.07945
8.92240;0.17064
8.92180;0.57858
8.92110;-0.09997
8.92050;0.30841
8.91990;0.29959
8.91930;0.09054
8.91870;0.14281
8.91810;0.26827
8.91750;0.46541
8.91690;0.31707
8.91630;0.28798
8.91560;0.44768
8.91500;0.29492
8.91440;0.18394
8.91380;0.44464
8.91320;0.24505
8.91260;0.19171
8.91200;0.16671
8.91140;0.18482
8.91080;0.17184
8.91010;-0.04245
8.90950;-0.25896
8.90890;-0.13582
8.90830;-0.15764
8.90770;-0.31608
8.90710;-0.24316
8.90650;-0.33934
8.90590;-0.46378
8.90530;-0.70674
8.90460;-0.84345
8.90400;-0.72685
8.90340;-0.63180
8.90280;-0.61581
8.90220;-0.84842
8.90160;-0.75678
8.90100;-0.78307
8.90040;-0.61586
8.89980;-0.64702
8.89910;-0.49525
8.89850;-0.25767
8.89790;-0.19197
8.89730;-0.05938
8.89670;-0.10418
8.89610;-0.08200
8.89550;0.05033
8.89490;-0.21109
8.89430;-0.00822
8.89360;-0.26755
8.89300;-0.08901
8.89240;0.25047
8.89180;0.07792
8.89120;-0.01547
8.89060;0.18331
8.89000;0.08835
8.88940;0.09867
8.88880;0.13150
8.88810;0.31493
8.88750;0.08093
8.88690;0.08812
8.88630;0.34137
8.88570;0.20773
8.88510;0.21740
8.88450;-0.07034
8.88390;0.22167
8.88330;0.22731
8.88260;0.52535
8.88200;0.02431
8.88140;0.53007
8.88080;0.33595
8.88020;0.12035
8.87960;0.19373
8.87900;0.19096
8.87840;0.24830
8.87780;0.08031
8.87710;0.05826
