8.99940;-60878.40004
8.99870;-14512.32460
8.99810;-56220.85808
8.99750;-105305.75931
8.99690;-69432.63674
8.99630;-28340.36976
8.99570;-97570.60807
8.99510;-38123.04040
8.99450;11141.35907
8.99390;-17952.03909
8.99320;24789.09222
8.99260;111961.14699
8.99200;93053.57831
8.99140;627.09571
8.99080;194696.94744
8.99020;159908.36171
8.98960;201155.43046
8.98900;174927.51328
8.98840;228263.92263
8.98770;180808.39332
8.98710;166609.21878
8.98650;214825.68715
8.98590;247235.15071
8.98530;239505.27732
8.98470;188007.28340
8.98410;161759.86280
8.98350;136023.63985
8.98290;59617.58358
8.98220;122181.87309
8.98160;166788.76876
8.98100;129578.57551
8.98040;2942.50505
8.97980;57627.26095
8.97920;-46756.44952
8.97860;66855.48736
8.97800;-9141.55310
8.97740;-74160.96179
8.97670;47839.47579
8.97610;6260.26794
8.97550;-74550.83284
8.97490;46959.33138
8.97430;-44161.54003
8.97370;-94673.50879
8.97310;-37012.95040
8.97250;-1152.54435
8.97190;-13565.33000
8.97120;-94591.97734
8.97060;-10491.23172
8.97000;-78492.55372
8.96940;-31656.87247
8.96880;57354.44805
8.96820;-42443.22485
8.96760;78131.75586
8.96700;-10419.04118
8.96640;-37849.38931
8.96570;-98542.58144
8.96510;-47217.36176
8.96450;-105472.53229
8.96390;-25820.34409
8.96330;-101674.89630
8.96270;-8605.01315
8.96210;-42661.27128
8.96150;-114522.24310
8.96090;-5186.97145
8.96020;-30324.91859
8.95960;19636.80206
8.95900;-30629.36628
8.95840;5113.93120
8.95780;-41516.22097
8.95720;-94773.27371
8.95660;-59491.16480
8.95600;-84490.07746
8.95540;-100215.80217
8.95470;-123636.52281
8.95410;-73350.61666
8.95350;-39044.96993
8.95290;-39093.68043
8.95230;-52442.99915
8.95170;-76648.00378
8.95110;-7867.33689
8.95050;-46132.32063
8.94990;-95260.43555
8.94920;-49563.75313
8.94860;-41942.73273
8.94800;-42532.23207
8.94740;-68427.24441
8.94680;-62526.54738
8.94620;-75421.03120
8.94560;-93192.47436
8.94500;-105692.08849
8.94440;-55296.01781
8.94370;-103891.11146
8.94310;-16855.66883
8.94250;-64789.56148
