8.99940;0.00023
8.99870;0.00756
8.99810;0.00916
8.99750;0.03807
8.99690;0.04323
8.99630;0.00239
8.99570;0.04744
8.99510;0.01559
8.99450;0.02381
8.99390;0.00277
8.99320;0.05540
8.99260;0.00024
8.99200;0.01501
8.99140;0.05188
8.99080;0.05558
8.99020;0.09929
8.98960;0.19139
8.98900;0.74022
8.98840;0.71874
8.98770;0.99872
8.98710;1.10263
8.98650;0.85837
8.98590;1.52836
8.98530;0.74062
8.98470;1.09643
8.98410;1.26214
8.98350;0.97052
8.98290;1.35153
8.98220;0.81553
8.98160;0.99241
8.98100;0.53737
8.98040;0.13216
8.97980;0.17370
8.97920;0.06096
8.97860;0.01339
8.97800;0.03272
8.97740;0.00933
8.97670;0.06964
8.97610;0.07449
8.97550;0.16211
8.97490;0.00018
8.97430;0.00076
8.97370;0.03938
8.97310;0.00501
8.97250;0.00001
8.97190;0.00124
8.97120;0.00639
8.97060;0.00296
8.97000;0.00997
8.96940;0.00371
8.96880;0.00991
8.96820;0.00047
8.96760;0.01224
8.96700;0.02525
8.96640;0.03000
8.96570;0.00255
8.96510;0.00465
8.96450;0.01382
8.96390;0.04987
8.96330;0.04227
8.96270;0.03333
8.96210;0.02545
8.96150;0.01342
8.96090;0.07859
8.96020;0.00367
8.95960;0.02365
8.95900;0.06880
8.95840;0.00743
8.95780;0.00164
8.95720;0.00209
8.95660;0.00054
8.95600;0.00669
8.95540;0.01020
8.95470;0.00035
8.95410;0.01385
8.95350;0.02287
8.95290;0.11195
8.95230;0.04082
8.95170;0.02667
8.95110;0.04387
8.95050;0.00480
8.94990;0.00046
8.94920;0.02178
8.94860;0.07085
8.94800;0.01235
8.94740;0.03172
8.94680;0.18111
8.94620;0.00078
8.94560;0.00059
8.94500;0.05098
8.94440;0.14209
8.94370;0.06443
8.94310;0.00664
8.94250;0.00257
8.94190;0.01426
8.94130;0.00002
8.94070;0.01527
8.94010;0.02173
8.93950;0.01050
8.93890;0.05338
8.93820;0.01142
8.93760;0.03068
8.93700;0.00783
8.93640;0.00161
8.93580;0.00178
8.93520;0.03651
8.93460;0.05034
8.93400;0.01022
8.93340;0.02764
8.93270;0.00354
8.93210;0.05146
8.93150;0.00063
8.93090;0.00430
8.93030;0.04744
8.92970;0.00009
8.92910;0.01551
8.92850;0.03958
8.92790;0.03312
8.92730;0.00714
8.92660;0.04350
8.92600;0.01650
8.92540;0.03577
8.92480;0.02786
8.92420;0.05186
8.92360;0.00134
8.92300;0.00314
8.92240;0.02683
8.92180;0.00525
8.92110;0.08042
8.92050;0.02632
8.91990;0.00814
8.91930;0.00682
8.91870;0.03660
8.91810;0.00084
8.91750;0.05609
8.91690;0.00885
8.91630;0.03946
8.91560;0.04216
8.91500;0.00014
8.91440;0.01135
8.91380;0.02364
8.91320;0.06493
8.91260;0.02431
8.91200;0.00025
8.91140;0.03179
8.91080;0.00009
8.91010;0.00301
8.90950;0.00829
8.90890;0.01375
8.90830;0.01415
8.90770;0.01467
8.90710;0.05297
8.90650;0.34264
8.90590;0.81167
8.90530;1.26128
8.90460;1.08209
8.90400;1.60335
8.90340;1.64619
8.90280;1.98236
8.90220;1.96687
8.90160;2.14705
8.90100;1.42489
8.90040;2.08407
8.89980;1.23796
8.89910;0.50088
8.89850;0.64223
8.89790;0.22252
8.89730;0.17701
8.89670;0.03990
8.89610;0.00164
8.89550;0.00383
8.89490;0.00475
8.89430;0.00314
8.89360;0.02246
8.89300;0.09563
8.89240;0.00245
8.89180;0.00841
8.89120;0.01187
8.89060;0.00225
8.89000;0.00158
8.88940;0.01126
8.88880;0.00322
8.88810;0.00149
8.88750;0.02336
8.88690;0.01371
8.88630;0.00049
8.88570;0.05600
8.88510;0.00300
8.88450;0.00382
8.88390;0.00361
8.88330;0.00377
8.88260;0.05445
8.88200;0.00013
8.88140;0.00166
8.88080;0.02076
8.88020;0.04816
8.87960;0.02347
8.87900;0.00003
8.87840;0.15457
8.87780;0.00891
8.87710;0.01187
8.87650;0.00490
8.87590;0.00797
8.87530;0.02218
8.87470;0.00015
8.87410;0.02710
8.87350;0.00045
8.87290;0.04864
8.87230;0.02149
8.87160;0.00002
8.87100;0.00001
8.87040;0.02713
8.86980;0.00021
8.86920;0.00474
8.86860;0.00998
8.86800;0.00922
8.86740;0.04344
8.86680;0.02968
8.86610;0.03794
8.86550;0.05791
8.86490;0.03666
8.86430;0.00506
8.86370;0.00130
8.86310;0.04344
8.86250;0.01631
8.86190;0.01871
8.86130;0.02059
8.86060;0.06246
8.86000;0.02613
8.85940;0.00312
8.85880;0.00021
8.85820;0.04214
8.85760;0.01480
8.85700;0.05498
8.85640;0.17264
8.85580;0.04210
8.85510;0.14882
8.85450;0.33796
8.85390;0.43797
8.85330;0.46226
8.85270;0.32528
8.85210;0.07487
8.85150;0.20045
8.85090;0.00482
8.85030;0.01839
8.84960;0.06938
8.84900;0.00608
8.84840;0.01577
8.84780;0.02448
8.84720;0.03844
8.84660;0.04147
8.84600;0.06388
8.84540;0.07559
8.84480;0.00093
8.84410;0.04649
8.84350;0.00159
8.84290;0.04370
8.84230;0.01044
8.84170;0.05890
8.84110;0.00224
8.84050;0.02141
8.83990;0.00620
8.83930;0.04057
8.83860;0.03168
8.83800;0.02928
8.83740;0.07436
